mpan,record_id,notification_creation_date,fault_description,msn
1050000294015,1050000294015 - 210192937,16/12/2021,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07425639024. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389,210192937
1050000321779,1050000321779 - 211191973,16/12/2021,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07435983321. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389,211191973
1050000321797,1050000321797 - 211046503,16/12/2021,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07435983323. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389,211046503
1050000344776,1050000344776 - 7045781,16/12/2021,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07435739025. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389,7045781
1050000344785,1050000344785 - 10144580,16/12/2021,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07435739024. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389,10144580
1050000364425,1050000364425 - K18A001950,14/02/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.9:48090. Last Stored Data 10/02/2024. SSIL NHH Contact: Matthew Taylor",K18A001950
1050000373935,1050000373935 - 211179333,29/08/2024,"Meter failing to dial, please investigate",211179333
1050000378570,1050000378570 - K14A001388,01/07/2024,COMMS FAULT: Unable to connect to meter and collect data. Please raise with ASL if required. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.9:28810. Last Stored Data: 26-JUN-24. SSIL NHH Contact: Ben Brant,K14A001388
1050000402912,1050000402912 - K10A 03308,16/10/2024,"ACT-240852 Dial Failure We are unable to retrieve data from meter K10A 03308 due to a time out occuring after connection, please investigate and advise.",K10A 03308
1050000411908,1050000411908 - 212172275,12/10/2024,COMMS FAULT: GSM Comms is switched off. Comms Mode Outbound using Telephone 07409577865. Last stored data 12/08/2024. SSIL NHH Contact: Nicole Barnes,212172275
1050000419800,1050000419800 - 2469794310,03/10/2024,"ACT-234027 Dial Failure IP comms Fault - We are unable to dial to a suspected IP comms fault. We are unable to connect to the IP comms of 192.168.8.21:12985. Please investigate, thanks Roland",2469794310
1050000419828,1050000419828 - K12A000537,06/12/2022,"Our Ref:ACT000001119130 Dial Failure Connection error- We have not been able to dial outstation K12A000535 at this site with this comms number 0192.168.8.9:58342. When dialled we can connect to the modem but not the meter. Please investi,gate. Thanks Libby.",K12A000537
1050000430690,1050000430690 - 212478986,15/12/2023,"ACT-107870 Dial Failure We are unable to retrieve data from meter 212478986 using comms 07860574084 due to the remote end not answering, please investigate and advise.",212478986
1050000452417,1050000452417 - ,19/06/2024,"COMMS FAULT: P4 IP Comms Not Connecting IP Address 192.168.8.25:15431. Last Dialled Data: 16/06/2024 07:00:00, SSIL HHDC: Sophia Skinner 01293 776747 ext 415",
1050000455844,1050000455844 - 21E1030212,29/08/2023,METER FAULT: P4 Previous MOP on associated NHH import MPAN 1014569045257 had installed new meter 21E1030212 in July 2022 which is not HH compliant. Please arrange for a meter exchange. SSIL HHDC: Charlotte Barnett 01293 776747 ext 330,21E1030212
1050000460454,1050000460454 - E12Z112444,15/12/2023,"ACT-107873 Dial Failure We are unable to retrieve data from meter 212437615 using comms 07595817693 due to the remote end not answering, please investigate and advise.",E12Z112444
1050000461350,1050000461350 - E13Z011430,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07703262128. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,E13Z011430
1050000462577,1050000462577 - E12BG90765,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07624217052. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,E12BG90765
1050000469892,1050000469892 - K13TB00830,07/10/2024,"ACT-235723 Dial Failure We are unable to retrieve data from meter K13TB00830 using comms 07702426563 due to the systems being unable to agree a baud rate to use, please investigate and advise.",K13TB00830
1050000478717,1050000478717 - 213012928,09/07/2024,"ACT-200531 Dial Failure We are unable to retrieve data from meter 213012928 using comms 07540033172 due to the remote end not answering, please investigate and advise.",213012928
1050000503727,1050000503727 - 214027803,21/10/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode UDP using IP address / Socket Port 192.168.8.30:41324. Last stored data 27/05/2024. SSIL NHH Contact: Samuel Dickinson",214027803
1050000504395,1050000504395 - 2469795084,01/03/2024,COMMS FAULT: P1 GSM Comms is out of service. Tel 07416569553. No data remotely collected for 28/02/24 appointment. SSIL HHDC: Charlotte Barnett 01293 776747 ext 330,2469795084
1050000525298,1050000525298 - 2362193644,08/10/2024,"ACT-236077 Dial Failure We are unable to retrieve data from meter 62193645 due to a time out occuring after connection, please investigate and advise.,We are unable to retrieve data from meter 62193644 due to a time out occuring after connection, please investigate and advise.",2362193644
1050000525303,1050000525303 - K14A008857,14/10/2024,"ACT-239345 Dial Failure We are unable to retrieve data from meter K14A008857 using comms 07730652760. When dialled we just get a constant ring with no answer, please investigate and advise.,We are unable to retrieve data from meter K14A008840 using comms 07730652760. When dialled we just get a constant ring with no answer, please investigate and advise.",K14A008857
1050000529140,1050000529140 - 213320713,16/12/2021,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07725685288. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389,213320713
1050000574649,1050000574649 - 213544813,12/10/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07721101191. Last stored data 23/01/2024. SSIL NHH Contact: Nicole Barnes,213544813
1050000576576,1050000576576 - 213544764,03/05/2024,COMMS FAULT: GSM comms goes to recorded message. Current Comms Mode is Outbound using Telephone 07712828666. Last Stored Data: 29-APR-24. SSIL NHH Contact: Ivan Topic,213544764
1050000599875,1050000599875 - E13Z058842,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07714504191. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E13Z058842
1050000607523,1050000607523 - E16BG14386,09/04/2022,COMMS FAULT: GSM Comms is switched off. Current Comms Mode is Outbound using Telephone 07924192730. Last Stored Data 22/03/2022. SSIL NHH Contact: Ishan Pelia,E16BG14386
1050000612950,1050000612950 - K12C03989,23/04/2024,DATA: P4 CEWE main polls greater consumption than check meter causing daily validation failure. Please confirm if this is due to different meter types or advise if genuine fault. SSIL HHDC: Charlotte Barnett 01293 776747 ext 330,K12C03989
1050000613378,1050000613378 - E23XF01317,18/07/2024,"ACT-204163 Dial Failure Please update IP comms 10.132.50.177:8080 to one in the IMServ DC range. The current IP address is outside of the agreed range, and we cannot connect to it.",E23XF01317
1050000624069,1050000624069 - 214136550,17/05/2024,COMMS FAULT: re raise. Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416337122. Last Stored Data: 29-MAR-24. SSIL NHH Contact: Cecilia Li Kam Tin,214136550
1050000627965,1050000627965 - E11UP03621,12/04/2023,COMMS FAULT: GSM Comms is out of service. Current Comms Mode is Outbound using Telephone 07900919600. Last Stored Data 07/04/2023. SSIL NHH Contact: Krupesh Nayee,E11UP03621
1050000635060,1050000635060 - K17D04794,20/09/2023,"ACT-64658 Dial Failure We are unable to retrieve data from meter K17D04794 due to a time out occuring after connection, please investigate and advise.",K17D04794
1050000648194,1050000648194 - E14Z006245,02/04/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07730280313. Last Stored Data: 01-APR-70. NCHAN 01293 776747 ext,E14Z006245
1050000654212,1050000654212 - E14Z000954,25/10/2023,COMMS FAULT - Number not in service. Please investigate. Current Comms Mode is Outbound using Telephone 07730176701. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E14Z000954
1050000663866,1050000663866 - K14A008851,25/10/2024,"COMMS FAULT: P2 IP Comms Not Connecting IP Address 192.168.8.9:60315. Last Dialled Data: 21/10/2024 00:00:00, SSIL HHDC: Courtney Thorpe-Mott 01293 776747 ext 641",K14A008851
1050000663875,1050000663875 - K14A008851,14/10/2024,"ACT-239171 Dial Failure We are unable to retrieve data from meter K14A008851 due to a time out occuring after connection, please investigate and advise.",K14A008851
1050000681466,1050000681466 - E19BG01114,17/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is GPRS using Telephone 07924141080 and SMS 44792483870080. Last Stored Data: 11-JUN-24. SSIL NHH Contact: Ivan Topic,E19BG01114
1050000690354,1050000690354 - E20UP07292,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07452568042. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,E20UP07292
1050000695520,1050000695520 - K13A005212,12/09/2024,Reverse running flags on IMP meter data. Flagging on daytime values where consumption is lower/zero. Please advise on cause or confirm if no fault on meter. SSIL HHDC: Charlotte Barnett 01293 776747 ext 330,K13A005212
1050000729755,1050000729755 - E14Z040417,27/03/2023,COMMS FAULT: GSM Comms is out of service. Current Comms Mode is Outbound using Telephone 07711553837. Last Stored Data 21/03/2023. SSIL NHH Contact: Krupesh Nayee,E14Z040417
1050000741168,1050000741168 - 215058629,03/10/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode UDP using IP address / Socket Port 192.168.8.30:39822. Last stored data 26/05/2024. SSIL NHH Contact: Samuel Dickinson",215058629
1050000755700,1050000755700 - K14A011168,05/10/2023,ACT-72568 Dial Failure We are unable to dial due to a suspected IP comms fault. We are unable to connect to outstation K14A011168 on the IP comms of 192.168.8.9:58049 . Please investigate,K14A011168
1050000760904,1050000760904 - K10A 05763,25/06/2024,"COMMS FAULT: P4 IP Comms Not Connecting IP Address 192.168.8.25:16952. Last Dialled Data: 21/06/2024 02:00:00, SSIL HHDC: Sophia Skinner 01293 776747 ext 415",K10A 05763
1050000774172,1050000774172 - CW010412,10/04/2024,Constant alarms after meter drop board replacement Please investigate. DCMC,CW010412
1050000784844,1050000784844 - K12W598444,22/08/2024,"ACT-218042 Dial Failure We are unable to retrieve data from meter K12W598444 using comms 192.168.8.12:25320 due to a timeout occurring after connection, please investigate and advise.",K12W598444
1050000796291,1050000796291 - K14A009857,19/09/2024,"ACT-227665 Dial Failure We are unable to retrieve data from meter K14A009857 due to a time out occuring after connection, please investigate and advise.",K14A009857
1050000812961,1050000812961 - 214673340,10/09/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07341091425. Last stored data 29/06/2023. SSIL NHH Contact: Jane Lewis,214673340
1050000815378,1050000815378 - K14A009995,19/08/2024,"COMMS FAULT: P3 IP Comms Not Connecting IP Address 192.168.8.9:36902. Last Dialled Data: 11/06/2024 01:30:00, SSIL HHDC: Stuart Curran 01293 776747 ext 249",K14A009995
1050000848754,1050000848754 - K15D00315,31/08/2023,"Our Ref:ACT000001173686 Dial Failure igate. Thanks Melanie.,Comms Failure- We are unable to retrieve data due to a Comms Failure. The meter at this site with this comms number 07469572601 is returning no response from the modem, line disconnects. Please invest",K15D00315
1050000850080,1050000850080 - E14Z041393,23/09/2024,COMMS FAULT: GSM Comms is out of service. Comms Mode Outbound using Telephone 07711516952. Last stored data 31/03/2024. SSIL NHH Contact: Matthew Taylor,E14Z041393
1050000851455,1050000851455 - 213347555,05/04/2024,COMMS FAULT: reraise d1. Failed to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07710357660. Last Stored Data: 05-FEB-24. CLI-KAM-TIN 01293 776747 ext 309,213347555
1050000858265,1050000858265 - 215037772,16/12/2021,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416363926. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389,215037772
1050000876715,1050000876715 - E19ML12809,24/05/2024,COMMS FAULT: Failed to collect data from meter Comms Mode UDP using IP address / Socket Port 10.38.85.46:9876. Last Stored Data 20/05/2024. SSIL NHH Contact: Matthew Taylor,E19ML12809
1050000914282,1050000914282 - K12A003497,02/05/2024,"ACT-171060 Dial Failure We are unable to retrieve data from meter K12A003497 due to a time out occuring after connection, please investigate and advise.",K12A003497
1050000935496,1050000935496 - K15A000787,19/09/2024,"ACT-227667 Dial Failure We are unable to retrieve data from meter K15A000787 due to a time out occuring after connection, please investigate and advise.",K15A000787
1050000948022,1050000948022 - QG14K00019,06/09/2024,"ACT-223374 Dial Failure We are unable to retrieve data from meter QG13K00045 due to a time out occuring after connection, please investigate and advise.,We are unable to retrieve data from meter QG14K00019 due to a time out occuring after connection, please investigate and advise.",QG14K00019
1050000966156,1050000966156 - 217375594,02/04/2024,"ACT-152065 Dial Failure We are unable to retrieve data from meter 217375594 using comms 192.168.8.13:47188, please investigate and advise.",217375594
1050000976020,1050000976020 - 215139709,24/05/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07715934781. Last Stored Data 20/05/2024. SSIL NHH Contact: Matthew Taylor,215139709
1050000976039,1050000976039 - 215140673,08/05/2024,COMMS FAULT: GSM comms goes to recorded message. Current Comms Mode is Outbound using Telephone 07715934780. Last Stored Data: 04-MAY-24. SSIL NHH Contact: Ivan Topic,215140673
1050000993780,1050000993780 - K15A002147,16/01/2024,"COMMS FAULT: P4 Failed to collect data from meter Tel 01992890767. Last Dialled Data: 13/01/2024 01:00:00, SSIL HHDC: Courtney Thorpe-Mott 01293 776747 ext 641",K15A002147
1050001013501,1050001013501 - P11C01206,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.10:62550. Last Stored Data: 25-APR-23. SSIL NHH Contact: Ivan Topic,P11C01206
1050001021414,1050001021414 - CW015523,11/10/2024,"COMMS FAULT: P4 GSM Comms goes to recorded message. Tel 07416381419. both meters affected MPAN 1050001021423 Last Dialled Data: 08/10/2024 05:00:00, SSIL HHDC: Hasan Ali 01293 776747 ext 636",CW015523
1050001028614,1050001028614 - E15BG06619,25/06/2023,MTD FAULT: Meter ID mismatch Current Comms Mode is Outbound using Telephone 07624699725. Last Stored Data 24/06/2023. SSIL NHH Contact: Ivan Topicoutstation connecting to the meter associated to 2900000017613,E15BG06619
1050001030311,1050001030311 - 215137615,03/06/2024,COMMS FAULT: Unable to connect to meter and collect data Current Comms Mode is Outbound using Telephone 07715990815. Last Stored Data: 29-MAY-24. SSIL NHH Contact: Matthew Taylor,215137615
1050001031218,1050001031218 - K15TB00761,06/08/2024,"ACT-211640 Dial Failure We are unable to retrieve data from meter K15TB00761 due to a time out occuring after connection, please investigate and advise.",K15TB00761
1050001037024,1050001037024 - K10A 05208,30/08/2024,"ACT-220700 Validation Failure MPAN is currently failing validation MPE, It is polling intervals of data that exceed what is allowed for its COP type. please investigate and update",K10A 05208
1050001039500,1050001039500 - K22X003428,14/10/2024,"MTD FAULT: P4 We hold this MPAN as export, as per ECOES. Unable to process D0268 which does not contain measurement quantity AE. Please verify and send corrected D0268. Thanks. SSIL HHDC: Sophia Skinner 01293 776747 ext 415",K22X003428
1050001043589,1050001043589 - P12C03158,03/10/2024,"COMMS FAULT - Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 86.188.207.101:62559. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson",P12C03158
1050001053373,1050001053373 - E15ML11622,19/07/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode GPRS using Telephone 07624699862 and SMS 447624694862. Last Stored Data 15/07/2024. SSIL NHH Contact: Samuel Dickinson,E15ML11622
1050001061658,1050001061658 - E23TF01720,09/10/2024,"ACT-237123 Dial Failure We are unable to retrieve data from meter 252840046 due to a time out occuring after connection, please investigate and advise.",E23TF01720
1050001091262,1050001091262 - 217470335,26/04/2024,COMMS FAULT: Unable to connect to private IP. Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.103.202:9999. Last Stored Data 22/04/2024. SSIL NHH Contact: Matthew Taylor,217470335
1050001105446,1050001105446 - E23UP06125,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07955249267. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,E23UP06125
1050001124397,1050001124397 - 216136135,06/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07387067914. Last Stored Data: 02-JUN-24. SSIL NHH Contact: Cecilia Li Kam Tin,216136135
1050001128610,1050001128610 - 217306725,02/02/2024,COMMS FAULT: GSM Comms is switched off. Current Comms Mode is Outbound using Telephone 07443311089. Last Stored Data 29/01/2024. SSIL NHH Contact: Nicole Barnes,217306725
1050001129679,1050001129679 - K16A002319,30/09/2024,"ACT-231724 Dial Failure Unable to retrieve data from meter K16A002319 due to a channel mismatch. We hold 4 channel/s however the meter is returning 6, please investigate and advise.",K16A002319
1050001132477,1050001132477 - E16ML00669,28/09/2024,COMMS FAULT: GSM Comms is switched off. Comms Mode Outbound using Telephone 07624047782. Last stored data 27/05/2024. SSIL NHH Contact: Samuel Dickinson,E16ML00669
1050001191792,1050001191792 - K15A003094,10/10/2024,"COMMS FAULT: P4 IP Comms Not Connecting IP Address 192.168.8.9:36937. Last Dialled Data: 07/10/2024 03:00:00, SSIL HHDC: Hasan Ali 01293 776747 ext 636",K15A003094
1050001204476,1050001204476 - K14A009398,21/10/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.9:29466. Last stored data 17/10/2024. SSIL NHH Contact: Samuel Dickinson",K14A009398
1050001205451,1050001205451 - K14A008973,24/05/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.9:26575. Last Stored Data 20/05/2024. SSIL NHH Contact: Matthew Taylor",K14A008973
1050001205460,1050001205460 - EML2301496,25/09/2024,"COMMS FAULT - Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.21:10831. Last Stored Data: 21-SEP-24. SSIL NHH Contact: Matthew Taylor",EML2301496
1050001205470,1050001205470 - K14A001323,17/05/2024,COMMS FAULT: re raise. Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.25:13188. Last Stored Data: 15-APR-24. SSIL NHH Contact: Cecilia Li Kam Tin,K14A001323
1050001207236,1050001207236 - K16A002035,10/05/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.9:34527. Last Stored Data: 06-MAY-24. SSIL NHH Contact: Ivan Topic,K16A002035
1050001207272,1050001207272 - K16A000035,24/10/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.9:35370. Last stored data 08/11/2021. SSIL NHH Contact: Samuel Dickinson",K16A000035
1050001207281,1050001207281 - K16A001494,20/05/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.25:16319. Last Stored Data: 14-MAY-24. SSIL NHH Contact: Nathan Chan,K16A001494
1050001207290,1050001207290 - K15A000258,09/07/2022,MTD FAULT: Incorrect meter type in MTDs D0313 shows meter type as Elster AS230. Comms number dials an A1140. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.9:29261. SSIL NHH Contact: Matthew Taylor,K15A000258
1050001209242,1050001209242 - K16A001650,05/04/2024,COMMS FAULT: reraise d1. Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.9:35149. Last Stored Data: 08-MAR-24. CLI-KAM-TIN 01293 776747 ext 309,K16A001650
1050001209260,1050001209260 - K16A001491,15/05/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.9:35184. Last Stored Data: 11-MAY-24. SSIL NHH Contact: Ivan Topic,K16A001491
1050001211622,1050001211622 - K16A001507,24/09/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.9:35151. Last stored data 08/11/2021. SSIL NHH Contact: Jane Lewis",K16A001507
1050001232250,1050001232250 - K16W302982,06/06/2024,CLOCK FAULT: Meter clock is out of tolerance. Please reset in GMT and test load. Comms Mode TCP/IP using IP address / Socket Port 192.168.8.12:17323. Last Stored Data 30/01/2024. SSIL NHH Contact: Cecilia Li Kam Tin,K16W302982
1050001248890,1050001248890 - K16A001496,21/10/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.9:40650. Last stored data 18/01/2024. SSIL NHH Contact: Samuel Dickinson",K16A001496
1050001248989,1050001248989 - K16A001974,07/10/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.9:34753. Last stored data 17/03/2023. SSIL NHH Contact: Samuel Dickinson",K16A001974
1050001249139,1050001249139 - K16A002042,25/09/2024,"MTD FAULT: Meter ID mismatch, comms connects to different meter than stated in D0313 Comms Mode TCP/IP using IP address / Socket Port 192.168.8.9:34532. Last stored data 22/11/2021. SSIL NHH Contact: Nathan Chan",K16A002042
1050001273372,1050001273372 - E17ML03112,29/04/2024,COMMS FAULT: GSM comms goes to recorded message Current Comms Mode is Outbound using Telephone 07924962762. Last Stored Data: 23-APR-24. ITOPIC 01293 776747 ext,E17ML03112
1050001285457,1050001285457 - E16TF01790,21/10/2024,ACT-243090 Incorrect MTDs D0268 advises meter has 6 channels but the physical meter screen holds 8 channels. Please investigate and send corrected D0268. Thanks,E16TF01790
1050001331573,1050001331573 - E17TF00133,03/06/2024,"ACT-185799 Data Quality Data is intermittently flagged phase failure since 25.11.2023. Please investigate. Many thanks, Yasmine",E17TF00133
1050001334760,1050001334760 - E17ML04827,03/05/2023,COMMS FAULT: GSM Comms is switched off. Current Comms Mode is Outbound using Telephone 07924477941. Last Stored Data 29/04/2023. SSIL NHH Contact: Krupesh Nayee,E17ML04827
1050001336190,1050001336190 - E18ML00887,13/02/2024,"COMMS FAULT: Number not recognised, sim possibly barred Current Comms Mode is Outbound using Telephone 07924412561. Last Stored Data 06/02/2024. SSIL NHH Contact: Joe Casebow",E18ML00887
1050001368476,1050001368476 - K16A005796,09/10/2024,Interval Failed Main/Check UTC Read Date: 12/09/2024 UTC Interval Date: 12/09/2024 UTC Interval: 1 UTC Period: 00:00 - 00:29 Reading: 24.896 MQ Id: RE Meter Role: Main,K16A005796
1050001386243,1050001386243 - 251359535,15/10/2024,"COMMS FAULT: P4 IP Comms Not Connecting IP Address 192.168.8.30:37457. Last Dialled Data: 09/10/2024 00:00:00, SSIL HHDC: Courtney Thorpe-Mott 01293 776747 ext 641",251359535
1050001462620,1050001462620 - K18W000244,28/08/2024,"COMMS FAULT: P4 Failed to collect data from meter Tel 07919119335. Last Dialled Data: 21/08/2024 01:30:00, SSIL HHDC: Charlotte Barnett 01293 776747 ext 330",K18W000244
1050001471243,1050001471243 - K22A001581,27/09/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.25:17303. Last stored data 24/05/2024. SSIL NHH Contact: Jane Lewis",K22A001581
1050001541626,1050001541626 - 217375665,03/10/2024,"COMMS FAULT - Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.93.25:9999. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson",217375665
1050001558105,1050001558105 - K18A002912,14/05/2024,"ACT-176065 Dial Failure We are unable to retrieve data from meter K18A002912 due to a time out occuring after connection, please investigate and advise.",K18A002912
1050001563355,1050001563355 - 217470007,16/01/2023,COMMS FAULT: GSM Comms is switched off. Current Comms Mode is Outbound using Telephone 07741758355. Last Stored Data 01/07/2022. SSIL NHH Contact: Jacob Egglestone,217470007
1050001579230,1050001579230 - K18TB00058,07/10/2024,"ACT-235330 Dial Failure We are unable to retrieve data from meter K18TB00058 using comms 10.132.216.114:8080. When connecting to the IP we get no response, please investigate and advise.",K18TB00058
1050001584391,1050001584391 - 218478483,13/04/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is UDP using IP address / Socket Port 192.168.8.13:41151. Last Stored Data 09/04/2024. SSIL NHH Contact: Ben Brant",218478483
1050001594664,1050001594664 - E18ML00902,17/04/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07924086212. Last Stored Data: 07-NOV-23. NCHAN 01293 776747 ext,E18ML00902
1050001614521,1050001614521 - K10A 03217,20/09/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.9:43938. Last stored data 27/02/2024. SSIL NHH Contact: Ben Brant",K10A 03217
1050001615482,1050001615482 - 14190385,14/03/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.8:11951. Last Stored Data: 10-MAR-24. NCHAN 01293 776747 ext,14190385
1050001619584,1050001619584 - E18ML12379,15/12/2023,MTD FAULT: Comms preference in D0313 is not valid Current Comms Mode is GPRS using Telephone 07924747012 and SMS 44792483713012. Last Stored Data 24/07/2023. SSIL NHH Contact: Ivan Topiccomms method and address mismatch,E18ML12379
1050001644270,1050001644270 - 19046879,16/09/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.8:16421. Last stored data 28/09/2023. SSIL NHH Contact: Ben Brant",19046879
1050001657631,1050001657631 - 18104686,05/08/2023,COMMS FAULT - Unable to connect to meter. Please inv and raise with ASL Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.8:12838. Last Stored Data: 28-JUL-23. KNAYEE 01293 776747 ext 389,18104686
1050001658139,1050001658139 - 218798362,21/10/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode UDP using IP address / Socket Port 192.168.8.13:41197. Last stored data 03/04/2021. SSIL NHH Contact: Samuel Dickinson",218798362
1050001687111,1050001687111 - 218798356,16/12/2021,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is UDP using Telephone and SMS . Last Stored Data: 31-OCT-21. KNAYEE 01293 776747 ext 389,218798356
1050001687149,1050001687149 - 218799458,16/12/2021,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07795721326. Last Stored Data: 01-APR-70. KNAYEE 01293 776747 ext 389,218799458
1050001687715,1050001687715 - 250500260,03/10/2024,"COMMS FAULT - Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.209.43:9999. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson",250500260
1050001691800,1050001691800 - 219028247,22/07/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07719935995. Last Stored Data 17/07/2024. SSIL NHH Contact: Nicole Barnes,219028247
